category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,latitude,longitude,street_name,year
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6a32b8b74792e30c22b10ea89a1d79adf8401c491989cbab0fee4d4b07d9bcea,131643384,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a0d7df83a8ddad004ce3990bb4c3d68b514f8d68c48ae9d0525d8ba8d0bb8fb6,131643002,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",92785d0548dd2d07db8f51c43bfb01759b6c1aade2e825c759942ea79791f8c8,131632503,,10,52.634252,-1.130997,On or near Granby Place,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7217821841fe7aad7ff43d434c0d7477b7e2c4a7ceb060ba7ac96b23c828a990,131642459,,10,52.636771,-1.123883,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",a074129435ad439f53011cebcf465aa36cc38583b95007637cc920860b1329b7,131624195,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",322f45267c958fdd2075ccbfea626ecd0cadcb424566db000e2f0a25c24f3128,131639516,,10,52.636399,-1.119738,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8a15d774c71ade1d817f28b9e917baef91baefb5faf3591458542b5ff7525fba,131624953,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1124880326aabf1c7b5c0e9d749a75861fd2a86751855da2845163c7000b2a78,131624407,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",848ec1ba503f6046d61be297aad7c7fbe1b7a5e46d900c11451e0a3145849f3f,131628249,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",28ed871571fdf2e21710ed367068caa9cabf035c1cf5b12a5e2936ea8625ce01,131624423,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",aa62e4e1ea78def15a7f9c8b2639bb0332a53573c259cbbb5c9ba6b3011941a1,131628121,,10,52.644398,-1.150201,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",4cc4d26b7d33823d9efd114c868f5e810d34d9db5e9e87e570579320b892164b,131633007,,10,52.651979,-1.139426,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",71f2e7ecaa0b053b73ee8f3102b864821d43773db76ebe26bb6becc56aeaf417,131638232,,10,52.591729,-1.12363,On or near Viking Road,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",33b0ed4e531ee2734f8d60f6469f32ed8c31bb3834fb583b1c389409e2718b74,131623860,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f0384051937f09d77fde8431e1cbf9d6e99f20ca71617f6f427822bc1ab40a01,131626104,,10,52.63606,-1.120153,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",7fa107751208103e3120b631b4beb12d6838f731e60d15106d03768c860b2f67,131624062,,10,52.637581,-1.133709,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",3afba59fec686695257f52006dfdbe89dc40dc878be6b54569ca90db82cab11e,131626918,,10,52.636723,-1.13445,On or near New Bond Street,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",15ea9174b4c8b8d03f6c636340d014b91b433b63d811f718fea6d1e23c89534d,131641698,,10,52.605621,-1.138563,On or near Petrol Station,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",e5990b6727c0570db8244b87f7b9b6d903f7cda7465032f4ddc4e6218a5a0562,131626906,,10,52.636723,-1.13445,On or near New Bond Street,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",bad73d07c29d3e186c7eb3ffade8e2b42b9a93c4f5d935697abed6f7d5a496b7,131628488,,10,52.635797,-1.131926,On or near Fox Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",de5adbc9ea2ba5eac139fb7e45896ff23542bab11e73e5d7a3df9dda4404960b,131624812,,10,52.65244,-1.140803,On or near Bus/coach Station,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ba8041d896c67f0e658938ad20f334525ce226609d387452b1c313f74b19ccde,131624877,,10,52.632746,-1.127791,On or near Northampton Street,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6fcba7ff71b1a3a36b4406cbcf0e4e56fe9cc38e700c18865c070521ccd2a0d0,131645512,,10,52.628748,-1.143043,On or near Western Boulevard,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8d209c67c6fc091f1df80a1b5b63af6634223b6da5e87c127117b0faccc59bd5,131624719,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5968d3ca31d3e8f8c589f663b778c484757bcd9365146554101ca0104a056f91,131626280,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",57538b73ba3ae38f1268e90f1dfbb73a240199d2e22e986ff61b6c6c53e0ef4d,131640146,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ddba9570ead64dc4200aa68f46545d4d10109d775ad58a8174162e56d159f1ef,131625775,,10,52.636399,-1.119738,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",10618e14e65fbbdd7cb660e6bd90e7ebeb8a21c5ed14be0cad83c010d79a19ec,131644058,,10,52.637041,-1.131222,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",0c981f547c2b0363fbc1c69b8fa18b5cd6fbcd41e391f0e8e66131bc6493ca4d,131644709,,10,52.651979,-1.139426,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7164a650d3b36d073d2289cf6f40911b87d341a2aea1c3d54042c247b6199bed,131643213,,10,52.628748,-1.143043,On or near Western Boulevard,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a1f02b49af41ec91d3dab6c35169e3f5560fc57168242f8e8be50d80a2f0ef26,131641661,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",b30eaa1cc3311a83358c634fb2554bb4b698659af504bba5792618038ce894b3,131631621,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1c922d8eaccb9cd756064d0e8aefb903d22e5c43face2b5f7887e5644b551234,131629983,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a4464e473e34142fdc84f1e02d33f994b4638ebff80fc00337ea4c6fac5c0a60,131643631,,10,52.635078,-1.139462,On or near St Nicholas Place,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ab31a1dd841de848719a56b92a02991bbc8e66a5d379cb498ab29741b19add74,131629963,,10,52.637697,-1.137297,On or near Causeway Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a7c1b2a90079ebd43a551f9ce805f02fc9d0b39921377ee678b56cefcff5f5c2,131631682,,10,52.637101,-1.130778,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",0e2543b9be039cc62a668df9957831dcbd550bdf4e4cb5eb8ad19de790f41e7f,131635060,,10,52.651979,-1.139426,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1f26ff25c4f86503a223620b29dd9f8987d4983404d1d2bc2363e956ff6a6b9a,131641591,,10,52.644092,-1.147514,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",e8a8a531f1d5d6ff48fc93460f080b097f01c41bd0e4d87c732e725cea0db058,131628901,,10,52.647878,-1.140467,On or near Wolsey Street,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",387663336c5b3848841f29380a55f9a28ee45d85d58ca8242ff6d23a8ebf8c40,131635111,,10,52.636771,-1.123883,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",68c753c607c2e9d6a5d0f8d60a32cc55f967f027e41401bea47e83afbbd2800b,131641711,,10,52.634252,-1.130997,On or near Granby Place,2025
shoplifting,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",1898175e1828c9a295d553e5c14829705d32a6645ede6b45ea920735b009e777,131628081,,10,52.635559,-1.131414,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",458005c4deeff8a129dc7e24ef35f490f23446ae8a8ee9243730b2315161214e,131643895,,10,52.636723,-1.13445,On or near New Bond Street,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8f6a0027f019b9dd523afee995e96ce04f282f3a0fd85cec78b6a1342656d8d0,131643788,,10,52.63606,-1.120153,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ca6f6897bea63234b090f3f08119db324ec3d10aea8a847057ec9669b62f2394,131645379,,10,52.654806,-1.143731,On or near Parker Drive,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7869515287d6efab0e2f9a4fb409fdafde305dd02634a3efc6641d0ee7426899,131642662,,10,52.649057,-1.143105,On or near Devonshire Road,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",268654f09a503193c7e289bf864f22d128f8484213c10fb5a49176c8b50f6046,131626112,,10,52.628748,-1.143043,On or near Western Boulevard,2025
shoplifting,Force,,"{'category': 'Further investigation is not in the public interest', 'date': '2025-10'}",857bd2e0ff2169a8b9bd67e3ea78c6e1d2a7f01d691300af4827acbd3b935778,131625121,,10,52.635559,-1.131414,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",b1930e434fce26503216829af58965a648f71bfe91654cffd47313da953cc61d,131638224,,10,52.591729,-1.12363,On or near Viking Road,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",46659dd16a4954f804a55e743e87bdc202811994fe879eaef8acd5820bfa773a,131643871,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8fee0f6ddcc859255a20fe97655bcf9505ebf91479c1e3028f2976df04407d68,131623570,,10,52.634991,-1.13605,On or near Loseby Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",9e8fe59977062767a1b037d074a9a30feb1d27c08ac300d0ae75527168c501a7,131622531,,10,52.636133,-1.137402,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",10c9b312919bea81e2b501500a3d08420eb693bcb79d55336c7971b0aaf0585f,131638855,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",34ab4416e20b1cc9894fdab7d2bcbb7b366b3144a92bff5c0e307b18443e65ba,131641683,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",22f397a30613ee5ec05dd585a57197643c29a4149826f0522a3f4b3782e899b8,131645323,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",20c6f2bb452448193783bf1acaa94cc1299c621334bb0fa8b2e1bf72ef77944c,131638841,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",603a8e8b6dfbe9b989bbeb27522332275dbd15222920ec3c02fc0ed28571bfa2,131643409,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",3321362182281663e5e06d04456190b5c5fafdb00d14f1c3f67789d8b74bdafc,131642334,,10,52.649057,-1.143105,On or near Devonshire Road,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a8b310316302ba4bf5b55d363376b911958671a32567637fa363817205ec7652,131630886,,10,52.624092,-1.11381,On or near Mayfield Road,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",4d4361a806ce0e0c89e3beee4ad3f675aa144ebc54383e928f6ecfe214e565ed,131643743,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",15a3d04ae97734b6ba7c85c8f2e1f7a144ed468fe17facce1b5ce0cbd2deec64,131638628,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ddad310ad850f04338536109613c1c9024a15a6fc1289b234683dfae7f66dba8,131645599,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",522ed8be52fbab40b39cd41a9db153c4f2755d8bae514a8e175e338091d84249,131624938,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",7ba9c75c703cd7745db6159621a2f150c29c51d916a3e9bb30df2cf90aeebf1b,131624330,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a896e209e4658147f711a16f0cd0077721ccfbebbc4872e5b34c1694d0a2386c,131642612,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8be98a8f6ada94e0f7a3ec46f62bd1cc28e3b316b1baf8750d6af9dd4e5b627d,131642504,,10,52.637041,-1.131222,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",71c140a86bad37010eddd695676bea2bb5a36aae36b3d65c9819d3e994eebb59,131629536,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",016459bd772ffd64ed0585c821b7ab9d1dc6fea8011638dafbdc3de3c271edf1,131624427,,10,52.633318,-1.134798,On or near Nightclub,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f11b6d39b289b66e71455dc4220ef681d39395848daed64205a72ff50537fb49,131624565,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",72190db4fd3ce04e35a18bc9c1ea2a8c4a12faddd0064d9e4b62105c34942f4b,131624567,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",0edbc3e30dfc038228995fc7051da3beccc62459bd7cedd90d309a1136d4aea5,131636177,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",e118fa18804ce5f8227fd82d63f306c30a9ac11a3a999cfb369941bbc7f0deaf,131636219,,10,52.615079,-1.120328,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",062b9811db794bfb04dde85135767cf3c961aad29dff7a2c7d9b86bcb35021cb,131639736,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8f8ef1a6b36c64f262498fe045c05ee87d8cff2aeb0e01f31a2e943e4a5e4973,131639741,,10,52.636399,-1.119738,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a3554dc27cf1c335e31806fe404a36420297eebdc4b68f876b6999003ed017ee,131637024,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f5402562fe26a1150c15d52ac5713dd4f6a14dc17ecb91e15c755ebf30ff39dc,131637126,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",139876ed42b1a8e0ca0746eba08c54f0d43c8e9fed54a6c11bfe7333581edb2c,131633155,,10,52.634252,-1.130997,On or near Granby Place,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",53def473c9e0aa6186e5066cff8cb249b1e5744d22b8f49e6d9943c95046bab3,131631553,,10,52.629294,-1.137684,On or near Further/higher Educational Building,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",42fe47e2934d303ff0f9d5695defd1bb490d7e0fd5cb60eeba0b60ebb3e53d43,131631775,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",2586828e16313e50c8c33a433aff2a6b08c0badcd39ac74880d261aebd6a8df8,131633147,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d4cc19122536287b75f25cce56fd80773242c570a5f06cfe4b0e49e06fc84ab6,131639149,,10,52.636723,-1.13445,On or near New Bond Street,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",326f22edc174f474d3989c6c75825eb51386233a059ad3f1cd162e4919483df2,131627057,,10,52.647878,-1.140467,On or near Wolsey Street,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",2d3b860c53451e19726b2ec5a7bf02e2d0e1aa9b3e6c9f996ccc3f9bc9a5f71f,131629232,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",3eb14fc619f4bcbafbdab3f809e788e366e16362e8334b5b0c7f5e8589039e96,131635259,,10,52.61161,-1.137544,On or near Saffron Hill Road,2025
